,Year,Mileage,Engine,Power,Seats,Price,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol
4454,2010,43,1968.0,167.7,5.0,13690,0,1,0,0
4455,2012,50,1396.0,88.76,5.0,6845,0,1,0,0
4456,2008,24,2835.0,107.2,6.0,13310,0,1,0,0
4457,2018,57,1248.0,88.5,5.0,17494,0,1,0,0
4458,2016,56,998.0,67.1,5.0,4563,0,0,0,1
4459,2015,49,814.0,55.2,5.0,5765,0,0,0,1
4460,2015,66,1248.0,88.5,5.0,9127,0,1,0,0
4461,2016,46,1582.0,126.2,5.0,20156,0,1,0,0
4462,2012,40,1968.0,138.1,5.0,12169,0,1,0,0
4463,2015,47,1498.0,88.8,5.0,8823,0,1,0,0
4464,2013,30,2494.0,100.6,7.0,20536,0,1,0,0
4465,2014,33,2143.0,203,5.0,38030,0,1,0,0
4466,2016,47,1498.0,88.8,5.0,8351,0,1,0,0
4467,2013,40,1968.0,150,5.0,28903,0,1,0,0
4468,2011,43,1197.0,80,5.0,3803,0,0,0,1
4469,2015,46,1086.0,68.05,5.0,4563,0,0,0,1
4470,2018,58,1047.0,69,5.0,10100,0,1,0,0
4471,2017,49,814.0,55.2,5.0,4883,0,0,0,1
4472,2009,42,1086.0,62.1,5.0,2357,0,0,0,1
4473,2011,42,1086.0,62.1,5.0,3939,0,0,0,1
4474,2008,29,2609.0,120,8.0,6084,0,1,0,0
4475,2010,40,1497.0,117.3,5.0,5887,0,0,0,1
4476,2017,57,1248.0,88.5,5.0,14831,0,1,0,0
4477,2019,40,1968.0,174.33,5.0,50063,0,1,0,0
4478,2011,33,2143.0,203,5.0,25480,0,1,0,0
4479,2007,31,1799.0,130,5.0,2890,0,0,0,1
4480,2017,43,1197.0,81.83,5.0,10024,0,0,0,1
4481,2017,36,1968.0,174.33,5.0,48572,0,1,0,0
4482,2014,59,1498.0,98.6,5.0,11028,0,1,0,0
4483,2008,46,1086.0,68.05,5.0,2890,0,0,0,1
4484,2015,59,1248.0,74,5.0,5400,0,1,0,0
4485,2012,26,2953.0,153.86,7.0,14071,0,1,0,0
4486,2009,32,1299.0,70,5.0,2510,0,0,0,1
4487,2019,48,1995.0,190,5.0,55737,0,1,0,0
4488,2011,33,2143.0,203,5.0,24339,0,1,0,0
4489,2019,35,1196.0,73,5.0,8184,1,0,0,0
4490,2014,60,1498.0,98.6,5.0,6617,0,1,0,0
4491,2006,40,993.0,60,5.0,1825,0,0,0,1
4492,2013,43,1197.0,80,5.0,6237,0,0,0,1
4493,2009,25,2993.0,235,5.0,28522,0,1,0,0
4494,2017,46,1582.0,126.2,5.0,20962,0,1,0,0
4495,2016,62,1248.0,74,5.0,6084,0,1,0,0
4496,2013,53,1248.0,74,5.0,6586,0,1,0,0
4497,2015,56,1186.0,73.97,5.0,8260,0,1,0,0
4498,2016,42,1196.0,86.8,5.0,7453,0,0,0,1
4499,2017,37,2993.0,258,5.0,106485,0,1,0,0
4500,2016,27,2143.0,167.62,5.0,38791,0,1,0,0
4501,2015,44,1197.0,82,5.0,7758,0,0,0,1
4502,2013,52,1582.0,126.32,5.0,10192,0,1,0,0
4503,2013,39,2993.0,218,5.0,40312,0,1,0,0
4504,2013,54,1461.0,63.1,5.0,5932,0,1,0,0
4505,2010,36,1586.0,103.3,5.0,4107,0,0,0,1
4506,2011,49,1248.0,88.8,5.0,4487,0,1,0,0
4507,2015,38,1968.0,140,5.0,34988,0,1,0,0
4508,2009,41,1248.0,75,5.0,3787,0,1,0,0
4509,2015,59,1248.0,74,5.0,6845,0,1,0,0
4510,2011,50,1364.0,87.2,5.0,6845,0,1,0,0
4511,2015,64,1498.0,98.6,5.0,10496,0,1,0,0
4512,2010,18,4395.0,450,4.0,31519,0,0,0,1
4513,2010,38,1198.0,73.9,5.0,3361,0,0,0,1
4514,2011,29,2179.0,187.74,5.0,21144,0,1,0,0
4515,2010,35,1596.0,101,5.0,2220,0,0,0,1
4516,2012,44,1582.0,126.32,5.0,9127,0,1,0,0
4517,2016,51,999.0,67,5.0,4563,0,0,0,1
4518,2012,52,1248.0,88.8,5.0,5324,0,1,0,0
4519,2018,49,1396.0,88.73,5.0,11546,0,1,0,0
4520,2009,35,1586.0,104.68,5.0,3027,0,0,0,1
4521,2016,59,799.0,53.3,5.0,5780,0,0,0,1
4522,2013,27,2498.0,112,7.0,6084,0,1,0,0
4523,2013,49,814.0,55.2,5.0,4487,0,0,0,1
4524,2013,60,1498.0,98.6,5.0,5704,0,1,0,0
4525,2010,51,1199.0,73.9,5.0,3803,0,1,0,0
4526,2011,39,1497.0,118,5.0,5704,0,0,0,1
4527,2015,29,2982.0,168.5,7.0,33466,0,1,0,0
4528,2017,42,1198.0,86.7,5.0,9340,0,0,0,1
4529,2015,48,1995.0,143,5.0,24339,0,1,0,0
4530,2014,54,998.0,67.04,5.0,5704,0,0,0,1
4531,2015,30,2494.0,100.6,8.0,17874,0,1,0,0
4532,2013,38,2179.0,187.7,5.0,36509,0,1,0,0
4533,2017,41,1199.0,88.7,5.0,13538,0,0,0,1
4534,2012,40,1995.0,184,5.0,15212,0,1,0,0
4535,2014,33,1598.0,103.5,5.0,8442,0,0,0,1
4536,2012,37,1598.0,103.5,5.0,5461,0,0,0,1
4537,2019,53,1498.0,98.59,5.0,16931,0,1,0,0
4538,2012,35,2179.0,140,7.0,10952,0,1,0,0
4539,2014,43,1388.0,67,5.0,4533,0,1,0,0
4540,2010,42,1086.0,62.1,5.0,2586,0,0,0,1
4541,2015,28,2987.0,224,7.0,79103,0,1,0,0
4542,2003,46,796.0,46.3,5.0,1445,0,0,0,1
4543,2016,41,1497.0,117.3,5.0,14071,0,0,0,1
4544,2014,30,2199.0,194.3,7.0,24719,0,1,0,0
4545,2015,42,2143.0,136,5.0,31930,0,1,0,0
4546,2005,30,2494.0,102,8.0,6465,0,1,0,0
4547,2008,37,1995.0,181,5.0,10952,0,1,0,0
4548,2011,43,1197.0,85.8,5.0,6693,0,0,0,1
4549,2011,35,1598.0,103.6,5.0,6465,0,0,0,1
4550,2012,37,1373.0,93.7,7.0,8138,0,0,0,1
4551,2016,44,1197.0,82,5.0,9583,0,0,0,1
4552,2017,46,1582.0,126.2,5.0,19015,0,1,0,0
4553,2008,39,2967.0,241.38,5.0,11409,0,1,0,0
4554,2016,37,1997.0,140,7.0,17113,0,1,0,0
4555,2016,37,1499.0,110.4,5.0,11637,0,0,0,1
4556,2016,57,1120.0,71,5.0,6845,0,1,0,0
4557,2014,49,1498.0,103.2,5.0,11409,0,1,0,0
4558,2004,30,2987.0,210,5.0,10800,0,0,0,1
4559,2010,47,1197.0,78.9,5.0,3422,0,0,0,1
4560,2015,40,1968.0,174.33,5.0,41072,0,1,0,0
4561,2012,51,1396.0,88.76,5.0,6358,0,1,0,0
4562,2013,55,1396.0,88.7,5.0,9887,0,1,0,0
4563,2010,39,1497.0,118,5.0,4791,0,0,0,1
4564,2016,59,1248.0,88.50,7.0,11622,0,1,0,0
4565,2011,46,796.0,46.3,5.0,3650,0,0,0,1
4566,2016,48,998.0,67,5.0,6465,0,0,0,1
4567,2016,44,1582.0,126.2,5.0,14162,0,1,0,0
4568,2011,46,796.0,46.3,5.0,3635,0,0,0,1
4569,2018,37,1598.0,103.5,5.0,11622,0,0,0,1
4570,2016,50,1197.0,83.1,5.0,9446,0,0,0,1
4571,2012,0,2179.0,115,5.0,25100,0,1,0,0
4572,2011,32,1997.0,153.86,5.0,12504,0,0,0,1
4573,2017,33,2755.0,174.5,7.0,43887,0,1,0,0
4574,2015,36,1497.0,116.3,5.0,12930,0,0,0,1
4575,2014,28,5461.0,421,2.0,136909,0,0,0,1
4576,2015,40,1497.0,117.3,5.0,9903,0,0,0,1
4577,2013,53,1248.0,74,5.0,7073,0,1,0,0
4578,2013,34,1794.0,138.1,5.0,12778,0,0,0,1
4579,2014,55,1364.0,67.06,5.0,8747,0,1,0,0
4580,2006,44,998.0,67.1,5.0,1688,0,0,0,1
4581,2014,28,1991.0,184,5.0,26241,0,0,0,1
4582,2012,38,2179.0,187.7,5.0,48679,0,1,0,0
4583,2011,39,1197.0,80,5.0,5248,0,0,0,1
4584,2014,29,2179.0,147.51,5.0,34988,0,1,0,0
4585,2018,43,1197.0,81.86,5.0,11135,0,0,0,1
4586,2014,42,1198.0,86.7,5.0,6693,0,0,0,1
4587,2015,0,2987.0,165,5.0,72029,0,1,0,0
4588,2016,53,796.0,47.3,5.0,6267,0,0,0,1
4589,2016,26,2755.0,171.5,7.0,29663,0,1,0,0
4590,2016,44,1197.0,82,5.0,9431,0,0,0,1
4591,2016,38,2993.0,258,5.0,68454,0,1,0,0
4592,2010,43,1197.0,80,5.0,4259,0,0,0,1
4593,2015,44,1197.0,82,5.0,7301,0,0,0,1
4594,2014,58,1498.0,89.75,5.0,8594,0,1,0,0
4595,2015,62,1248.0,74,5.0,8975,0,1,0,0
4596,2015,55,1364.0,67.04,5.0,7606,0,1,0,0
4597,2015,44,1197.0,82,5.0,7453,0,0,0,1
4598,2009,31,1799.0,130,5.0,6465,0,0,0,1
4599,2014,30,2494.0,100.6,8.0,16581,0,1,0,0
4600,2012,31,1495.0,94,5.0,3726,0,0,0,1
4601,2013,53,796.0,47.3,5.0,3803,0,0,0,1
4602,2010,19,5461.0,387.3,2.0,44875,0,0,0,1
4603,2013,53,1498.0,89.84,5.0,8747,0,1,0,0
4604,2018,47,1197.0,81.86,5.0,7606,0,0,0,1
4605,2014,33,1598.0,103.6,5.0,7028,0,0,0,1
4606,2016,36,1968.0,174.33,5.0,35748,0,1,0,0
4607,2013,37,2179.0,140,7.0,11028,0,1,0,0
4608,2019,39,1591.0,121.3,5.0,18072,0,0,0,1
4609,2009,32,1599.0,103.2,5.0,3422,0,0,0,1
4610,2003,33,1597.0,92,5.0,1293,0,0,0,1
4611,2018,46,1198.0,67.04,5.0,6084,0,0,0,1
4612,2016,38,1198.0,86.8,5.0,7758,0,0,0,1
4613,2014,30,2494.0,100.6,7.0,19015,0,1,0,0
4614,2011,48,1498.0,108.5,5.0,4411,0,1,0,0
4615,2016,37,2179.0,140,7.0,24278,0,1,0,0
4616,2015,39,1197.0,82,5.0,8290,0,0,0,1
4617,2017,31,2198.0,157.7,7.0,36296,0,1,0,0
4618,2008,42,995.0,62,5.0,2662,0,0,0,1
4619,2017,57,1248.0,88.5,7.0,14831,0,1,0,0
4620,2013,60,1498.0,98.6,5.0,7225,0,1,0,0
4621,2014,40,1497.0,117.3,5.0,9507,0,0,0,1
4622,2014,55,1998.0,112,5.0,33466,0,1,0,0
4623,2016,34,1794.0,138.1,5.0,21510,0,0,0,1
4624,2014,32,1798.0,157.75,5.0,18178,0,0,0,1
4625,2011,44,998.0,67.1,5.0,3803,0,0,0,1
4626,2013,46,1086.0,68.05,5.0,4183,0,0,0,1
4627,2019,56,1199.0,84,5.0,8899,0,0,0,1
4628,2016,50,1197.0,83.1,5.0,9507,0,0,0,1
4629,2014,35,1598.0,103.2,5.0,7530,0,0,0,1
4630,2017,44,1197.0,81.86,5.0,7225,0,0,0,1
4631,2013,47,1399.0,68.05,5.0,3879,0,1,0,0
4632,2011,32,1799.0,130.3,5.0,6845,0,0,0,1
4633,2015,53,796.0,47.3,5.0,4578,0,0,0,1
4634,2016,36,1999.0,177,5.0,63891,0,1,0,0
4635,2010,29,2698.0,179.5,5.0,17494,0,1,0,0
4636,2006,25,2987.0,198.5,5.0,16718,0,1,0,0
4637,2009,39,1497.0,118,5.0,5643,0,0,0,1
4638,2006,23,2354.0,152,5.0,3042,0,0,0,1
4639,2018,66,1248.0,88.5,5.0,14421,0,1,0,0
4640,2004,44,998.0,67.1,5.0,1901,0,0,0,1
4641,2015,46,1582.0,126.2,5.0,16581,0,1,0,0
4642,2015,66,1248.0,88.5,5.0,8366,0,1,0,0
4643,2016,49,814.0,55.2,5.0,5643,0,0,0,1
4644,2014,37,1373.0,93.7,7.0,9507,0,0,0,1
4645,2012,48,1598.0,103.6,5.0,7453,0,1,0,0
4646,2005,30,1493.0,100,5.0,1673,0,0,0,1
4647,2016,38,1198.0,73.9,5.0,7180,0,0,0,1
4648,2017,78,796.0,40.3,4.0,5628,1,0,0,0
4649,2016,42,2143.0,136,5.0,37802,0,1,0,0
4650,2013,34,2199.0,194.3,7.0,18634,0,1,0,0
4651,2014,53,1248.0,74,5.0,5932,0,1,0,0
4652,2017,43,1197.0,81.86,5.0,9553,0,0,0,1
4653,2011,32,2498.0,112,8.0,4183,0,1,0,0
4654,2017,44,1197.0,82,5.0,11941,0,0,0,1
4655,2011,35,1598.0,103.6,5.0,4487,0,0,0,1
4656,2008,27,2354.0,177.6,5.0,7377,0,0,0,1
4657,2011,31,2925.0,281.61,5.0,45636,0,1,0,0
4658,2016,35,2143.0,107.3,5.0,30272,0,1,0,0
4659,2016,48,1582.0,126.2,5.0,16429,0,1,0,0
4660,2007,46,796.0,46.3,5.0,2662,0,0,0,1
4661,2016,47,1968.0,143,5.0,29283,0,1,0,0
4662,2013,46,1461.0,83.8,5.0,8366,0,1,0,0
4663,2009,41,1399.0,68,5.0,4183,0,1,0,0
4664,2015,46,1582.0,126.2,5.0,19775,0,1,0,0
4665,2011,47,1399.0,68,5.0,4867,0,1,0,0
4666,2013,35,1598.0,103.5,5.0,8883,0,0,0,1
4667,2015,39,1969.0,150,5.0,36509,0,1,0,0
4668,2012,44,1582.0,126.32,5.0,9507,0,1,0,0
4669,2009,34,2993.0,258,5.0,54763,0,1,0,0
4670,2003,34,1998.0,68,5.0,4563,0,1,0,0
4671,2010,27,2982.0,171,7.0,16733,0,1,0,0
4672,2015,61,1248.0,88.5,5.0,9887,0,1,0,0
4673,2018,57,1248.0,88.5,5.0,14299,0,1,0,0
4674,2018,51,1995.0,190,5.0,57684,0,1,0,0
4675,2013,33,1598.0,103.6,5.0,7986,0,0,0,1
4676,2011,39,1197.0,80,5.0,6845,0,0,0,1
4677,2009,25,2993.0,235,5.0,27381,0,1,0,0
4678,2015,44,1197.0,82,5.0,8457,0,0,0,1
4679,2013,33,2143.0,203,5.0,33466,0,1,0,0
4680,2011,29,2179.0,147.51,5.0,33466,0,1,0,0
4681,2011,47,1197.0,78.9,5.0,4031,0,0,0,1
4682,2013,52,1582.0,126.32,5.0,8899,0,1,0,0
4683,2012,45,1968.0,138.1,5.0,10572,0,1,0,0
4684,2012,35,2179.0,140,7.0,9887,0,1,0,0
4685,2004,46,796.0,35,8.0,1293,0,0,0,1
4686,2013,34,1798.0,177.46,5.0,11028,0,0,0,1
4687,2012,53,1248.0,74,5.0,6845,0,1,0,0
4688,2010,24,2179.0,120,8.0,6465,0,1,0,0
4689,2016,32,1991.0,183,5.0,39551,0,0,0,1
4690,2017,38,2498.0,105,6.0,14694,0,1,0,0
4691,2013,44,1461.0,108.45,5.0,10420,0,1,0,0
4692,2013,30,1968.0,167.6,5.0,36022,0,1,0,0
4693,2013,29,2179.0,147.51,5.0,23959,0,1,0,0
4694,2012,48,1598.0,103.6,5.0,5324,0,1,0,0
4695,2006,27,2979.0,306,5.0,10633,0,0,0,1
4696,2019,53,1582.0,126.2,5.0,23685,0,1,0,0
4697,2015,35,2956.0,83.8,7.0,8047,0,1,0,0
4698,2016,53,799.0,53.64,5.0,3422,0,0,0,1
4699,2009,27,2993.0,245,5.0,30424,0,1,0,0
4700,2011,18,4395.0,450,4.0,72257,0,0,0,1
4701,2002,44,1061.0,47,5.0,1855,0,0,0,1
4702,2012,38,1198.0,73.9,5.0,5552,0,0,0,1
4703,2016,48,1198.0,67,7.0,4715,0,0,0,1
4704,2016,35,1591.0,121.3,5.0,17494,0,0,0,1
4705,2015,56,998.0,67.1,5.0,5263,0,0,0,1
4706,2013,34,2199.0,194.3,7.0,12747,0,1,0,0
4707,2014,35,1598.0,103.6,5.0,7301,0,1,0,0
4708,2014,60,1498.0,98.6,5.0,6845,0,1,0,0
4709,2014,53,1248.0,74,5.0,6008,0,1,0,0
4710,2012,48,1598.0,103.5,5.0,5552,0,1,0,0
4711,2005,25,2987.0,198.5,5.0,15212,0,1,0,0
4712,2011,28,2179.0,120,8.0,6084,0,1,0,0
4713,2012,50,1461.0,84.8,5.0,7225,0,1,0,0
4714,2009,41,1298.0,85.8,5.0,4715,0,0,0,1
4715,2017,49,814.0,55.2,5.0,5491,0,0,0,1
4716,2015,45,1198.0,86.8,5.0,6526,0,0,0,1
4717,2011,42,1198.0,75,5.0,3240,0,0,0,1
4718,2008,46,796.0,46.3,5.0,1673,0,0,0,1
4719,2011,53,1995.0,190,5.0,21221,0,1,0,0
4720,2014,38,1198.0,74,5.0,8138,0,0,0,1
4721,2014,54,998.0,67.04,5.0,5932,0,0,0,1
4722,2014,50,1197.0,81.80,5.0,4259,0,0,0,1
4723,2016,61,1248.0,88.5,5.0,13310,0,1,0,0
4724,2013,38,1968.0,147.51,5.0,29663,0,1,0,0
4725,2013,45,1198.0,86.8,5.0,4183,0,0,0,1
4726,2013,27,2179.0,120,8.0,12169,0,1,0,0
4727,2014,61,1498.0,98.6,5.0,8670,0,1,0,0
4728,2012,40,1995.0,184,5.0,19015,0,1,0,0
4729,2011,42,995.0,62,5.0,2662,0,0,0,1
4730,2010,47,1399.0,68,5.0,2890,0,1,0,0
4731,2015,47,1197.0,81.80,5.0,6845,0,0,0,1
4732,2015,45,2143.0,170,5.0,46092,0,1,0,0
4733,2014,45,1968.0,141,5.0,24339,0,1,0,0
4734,2017,43,1995.0,190,5.0,49865,0,1,0,0
4735,2015,49,814.0,55.2,5.0,3803,0,0,0,1
4736,2017,42,1968.0,187.74,5.0,65412,0,1,0,0
4737,2017,42,1196.0,86.8,5.0,8184,0,0,0,1
4738,2013,49,998.0,67.1,5.0,4031,0,0,0,1
4739,2017,58,796.0,47.3,5.0,5020,0,0,0,1
4740,2015,45,2143.0,167.62,5.0,51721,0,1,0,0
4741,2001,47,1086.0,68,5.0,1064,0,0,0,1
4742,2017,57,1120.0,71,5.0,10389,0,1,0,0
4743,2016,60,1498.0,98.6,5.0,8777,0,1,0,0
4744,2008,41,1248.0,75,5.0,4715,0,1,0,0
4745,2017,38,1199.0,74,5.0,7530,0,0,0,1
4746,2013,40,1968.0,174.33,5.0,24719,0,1,0,0
4747,2012,23,4367.0,308,7.0,79924,0,1,0,0
4748,2011,37,2179.0,140,7.0,9735,0,1,0,0
4749,2011,30,2499.0,141,7.0,10572,0,1,0,0
4750,2008,40,1396.0,53.5,5.0,1293,0,1,0,0
4751,2016,50,1197.0,83.1,5.0,10572,0,0,0,1
4752,2017,57,1120.0,71,5.0,5248,0,1,0,0
4753,2008,31,1799.0,130,5.0,4183,0,0,0,1
4754,2015,43,1197.0,81.83,5.0,7530,0,0,0,1
4755,2018,39,1198.0,108.5,5.0,14634,0,0,0,1
4756,2016,43,1197.0,81.83,5.0,10329,0,0,0,1
4757,2014,44,1197.0,85.8,5.0,6845,0,0,0,1
4758,2014,52,998.0,67.04,5.0,4578,0,0,0,1
4759,2012,51,1396.0,88.76,5.0,6693,0,1,0,0
4760,2012,29,2982.0,168.5,7.0,26606,0,1,0,0
4761,2014,47,1197.0,78.9,5.0,7088,0,0,0,1
4762,2015,44,1197.0,82,5.0,8366,0,0,0,1
4763,2016,43,1197.0,81.83,5.0,9127,0,0,0,1
4764,2018,57,1248.0,88.5,5.0,15501,0,1,0,0
4765,2016,60,1498.0,98.6,5.0,7986,0,1,0,0
4766,2014,35,2143.0,203.2,5.0,68454,0,1,0,0
4767,2010,54,1396.0,90,5.0,4107,0,1,0,0
4768,2013,46,1086.0,68.05,5.0,5156,0,0,0,1
4769,2014,62,1248.0,74,5.0,8655,0,1,0,0
4770,2018,24,2979.0,306,2.0,89052,0,0,0,1
4771,2017,64,1248.0,74,5.0,12778,0,1,0,0
4772,2012,59,936.0,57.6,5.0,3803,0,1,0,0
4773,2012,45,1198.0,86.8,5.0,4943,0,0,0,1
4774,2014,47,1399.0,68.05,5.0,4943,0,1,0,0
4775,2016,54,998.0,67.04,5.0,6465,0,0,0,1
4776,2014,34,2143.0,170,5.0,28142,0,1,0,0
4777,2015,45,1198.0,86.8,5.0,6465,0,0,0,1
4778,2018,50,1197.0,83.1,5.0,13462,0,0,0,1
4779,2014,49,814.0,55.2,5.0,6297,0,0,0,1
4780,2015,54,1396.0,90,5.0,10648,0,1,0,0
4781,2018,25,3198.0,197,7.0,50200,0,1,0,0
4782,2017,40,1497.0,117.3,5.0,15212,0,0,0,1
4783,2012,50,1248.0,88.8,5.0,5369,0,1,0,0
4784,2007,30,1598.0,102.5,5.0,2053,0,0,0,1
4785,2013,48,1598.0,103.6,5.0,6845,0,1,0,0
4786,2012,39,1497.0,116.3,5.0,7453,0,0,0,1
4787,2016,46,1582.0,126.2,5.0,18650,0,1,0,0
4788,2014,57,1120.0,71,5.0,6069,0,1,0,0
4789,2017,42,2143.0,170,5.0,71421,0,1,0,0
4790,2015,47,1399.0,68,5.0,5780,0,1,0,0
4791,2013,35,1896.0,105,5.0,10268,0,1,0,0
4792,2017,43,1493.0,100,7.0,13310,0,1,0,0
4793,2013,37,1499.0,110,5.0,7910,0,0,0,1
4794,2017,40,1591.0,121.3,5.0,12808,0,0,0,1
4795,2014,62,998.0,58.16,5.0,4563,1,0,0,0
4796,2016,43,1197.0,81.83,5.0,8747,0,0,0,1
4797,2008,35,1968.0,140.8,5.0,14831,0,1,0,0
4798,2015,45,1198.0,67.04,5.0,5324,0,0,0,1
4799,2014,35,2143.0,203.2,5.0,45636,0,1,0,0
4800,2017,30,2179.0,147.5,5.0,53242,0,1,0,0
4801,2018,37,1591.0,121.3,5.0,20156,0,0,0,1
4802,2013,48,1598.0,103.5,5.0,5552,0,1,0,0
4803,2015,55,1248.0,74,5.0,7986,0,1,0,0
4804,2016,37,1591.0,121.3,5.0,14755,0,0,0,1
4805,2017,56,1120.0,70,5.0,7925,0,1,0,0
4806,2016,43,1493.0,100,7.0,9583,0,1,0,0
4807,2014,56,1120.0,70,5.0,7180,0,1,0,0
4808,2011,27,2993.0,245,5.0,42594,0,1,0,0
4809,2018,66,1248.0,73.75,5.0,12732,0,1,0,0
4810,2012,29,2982.0,168.5,7.0,21297,0,1,0,0
4811,2015,41,1968.0,174.33,5.0,54763,0,1,0,0
4812,2015,64,1498.0,98.6,5.0,9735,0,1,0,0
4813,2015,26,4134.0,335.2,7.0,78631,0,1,0,0
4814,2014,28,2179.0,120,7.0,12169,0,1,0,0
4815,2012,43,1991.0,147.9,5.0,14907,0,1,0,0
4816,2012,59,936.0,57.6,5.0,4107,0,1,0,0
4817,2014,42,1968.0,187.74,5.0,37072,0,1,0,0
4818,2018,33,1598.0,103.52,5.0,14786,0,0,0,1
4819,2014,55,1248.0,74,5.0,7606,0,1,0,0
4820,2009,27,2982.0,171,7.0,15972,0,1,0,0
4821,2012,53,1248.0,74,5.0,5932,0,1,0,0
4822,2012,39,1497.0,118,5.0,8594,0,0,0,1
4823,2012,35,2143.0,203.2,5.0,45560,0,1,0,0
4824,2008,41,1248.0,75,5.0,4563,0,1,0,0
4825,2017,61,1498.0,99,5.0,9127,0,1,0,0
4826,2009,47,1197.0,78.9,5.0,3209,0,0,0,1
4827,2011,46,796.0,46.3,5.0,2281,0,0,0,1
4828,2006,47,1197.0,81.80,5.0,4335,0,0,0,1
4829,2017,45,2143.0,170,5.0,51173,0,1,0,0
4830,2011,42,1396.0,52.8,5.0,1384,0,1,0,0
4831,2014,53,796.0,47.3,5.0,3681,0,0,0,1
4832,2005,21,2771.0,193.1,5.0,4943,0,0,0,1
4833,2013,38,1198.0,73.9,5.0,4259,0,0,0,1
4834,2019,51,1197.0,81.80,5.0,12626,0,0,0,1
4835,2010,28,2179.0,120,8.0,7986,0,1,0,0
4836,2010,41,1248.0,75,5.0,4411,0,1,0,0
4837,2013,44,1995.0,184,5.0,22818,0,1,0,0
4838,2012,59,624.0,37.5,4.0,806,0,0,0,1
4839,2014,30,2494.0,100,8.0,19015,0,1,0,0
4840,2012,43,1198.0,86.8,5.0,4183,0,0,0,1
4841,2018,56,1199.0,83.83,5.0,7606,0,0,0,1
4842,2014,28,2179.0,120,8.0,10785,0,1,0,0
4843,2011,39,1995.0,218,5.0,30409,0,1,0,0
4844,2014,50,1364.0,87.2,5.0,16353,0,1,0,0
4845,2016,42,1497.0,117.3,5.0,14375,0,0,0,1
4846,2008,51,1582.0,126.2,5.0,4411,0,1,0,0
4847,2015,62,1248.0,74,5.0,7149,0,1,0,0
4848,2016,48,1373.0,91.1,5.0,10815,0,0,0,1
4849,2014,53,1498.0,89.84,5.0,9507,0,1,0,0
4850,2011,49,998.0,67.1,5.0,3346,0,0,0,1
4851,2019,44,1199.0,88.76,5.0,13478,0,0,0,1
4852,2015,35,2179.0,140,7.0,14147,0,1,0,0
4853,2017,43,1493.0,100,7.0,11515,0,1,0,0
4854,2017,42,1199.0,88.7,5.0,12017,0,0,0,1
4855,2018,37,1298.0,88.2,5.0,8594,0,0,0,1
4856,2013,38,1198.0,73.9,5.0,4943,0,0,0,1
4857,2019,48,1582.0,126.2,5.0,24750,0,1,0,0
4858,2011,43,1199.0,79.4,5.0,4883,0,0,0,1
4859,2013,60,1498.0,98.6,5.0,5932,0,1,0,0
4860,2008,23,2496.0,157.7,5.0,9887,0,0,0,1
4861,2016,43,2993.0,265,5.0,73018,0,1,0,0
4862,2016,47,1968.0,143,5.0,28751,0,1,0,0
4863,2015,62,1248.0,74,5.0,5476,0,1,0,0
4864,2015,62,1248.0,74,5.0,8366,0,1,0,0
4865,2011,30,2494.0,102,7.0,10648,0,1,0,0
4866,2016,37,1995.0,184,5.0,63510,0,1,0,0
4867,2007,39,1995.0,218,5.0,15972,0,1,0,0
4868,2014,35,2179.0,140,7.0,15349,0,1,0,0
4869,2009,39,1497.0,118,5.0,4563,0,0,0,1
4870,2014,39,2200.0,139.01,7.0,18254,0,1,0,0
4871,2015,47,1498.0,88,5.0,7469,0,1,0,0
4872,2010,37,1198.0,90,5.0,3042,0,0,0,1
4873,2015,55,1364.0,67.06,5.0,8062,0,1,0,0
4874,2014,44,1461.0,108.5,5.0,10983,0,1,0,0
4875,2017,43,1995.0,190,5.0,49546,0,1,0,0
4876,2010,43,1197.0,80,5.0,4183,0,0,0,1
4877,2018,35,1196.0,73,5.0,6586,1,0,0,0
4878,2011,41,1399.0,68,5.0,5704,0,1,0,0
4879,2014,39,1497.0,118,5.0,8990,0,0,0,1
4880,2013,59,1248.0,74,5.0,6617,0,1,0,0
4881,2014,56,1120.0,70,5.0,4943,0,1,0,0
4882,2017,34,2967.0,245,7.0,103442,0,1,0,0
4883,2016,39,1198.0,74,5.0,8366,0,0,0,1
4884,2018,42,1497.0,117.3,5.0,18376,0,0,0,1
4885,2018,64,1248.0,74,5.0,11378,0,1,0,0
4886,2016,56,1120.0,70,5.0,8366,0,1,0,0
4887,2011,45,1248.0,73.9,5.0,5324,0,1,0,0
4888,2013,0,2179.0,115,5.0,23578,0,1,0,0
4889,2013,27,2982.0,171,7.0,28903,0,1,0,0
4890,2017,64,1498.0,98.6,5.0,12778,0,1,0,0
4891,2016,57,1248.0,88.5,5.0,11028,0,1,0,0
4892,2014,55,1248.0,74,5.0,6465,0,1,0,0
4893,2015,50,1498.0,103.52,5.0,8670,0,1,0,0
4894,2013,0,2179.0,115,5.0,39551,0,1,0,0
4895,2013,53,796.0,47.3,5.0,3787,0,0,0,1
4896,2011,38,1198.0,73.9,5.0,4563,0,0,0,1
4897,2015,61,1498.0,98.6,5.0,9051,0,1,0,0
4898,2013,55,1248.0,74,5.0,4092,0,1,0,0
4899,2014,40,1968.0,174.33,5.0,39551,0,1,0,0
4900,2015,41,1497.0,117.3,5.0,8366,0,0,0,1
