,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4275,2014,Diesel,Automatic,First,38,2993.0,258,5.0,79103
4276,2015,Diesel,Automatic,First,26,4134.0,335.2,7.0,73018
4277,2011,Diesel,Automatic,First,27,2993.0,245,5.0,33451
4278,2013,Petrol,Manual,First,49,1197.0,85.80,5.0,6541
4279,2013,Diesel,Manual,First,50,1461.0,84.8,5.0,5704
4280,2015,Petrol,Manual,First,33,1798.0,138.03,5.0,13614
4281,2012,Diesel,Manual,First,55,1364.0,67.1,5.0,7225
4282,2016,Petrol,Manual,First,33,1798.0,138.03,5.0,22209
4283,2012,Diesel,Automatic,First,41,1968.0,174.33,5.0,26621
4284,2012,Diesel,Manual,First,48,1248.0,88.8,7.0,7910
4285,2017,Petrol,Manual,First,44,1197.0,82,5.0,9188
4286,2009,Diesel,Manual,Second,44,1396.0,69,5.0,4107
4287,2019,Diesel,Automatic,First,62,1248.0,74,5.0,10268
4288,2011,Petrol,Manual,First,35,1598.0,103.5,5.0,3574
4289,2017,Petrol,Manual,First,56,1199.0,84,5.0,7606
4290,2016,Petrol,Manual,First,41,1497.0,117.3,5.0,10572
4291,2018,Petrol,Manual,First,45,1199.0,86.76,5.0,10192
4292,2015,Diesel,Automatic,First,40,1968.0,174.33,5.0,38030
4293,2011,Petrol,Automatic,First,33,1598.0,103.6,5.0,5704
4294,2011,Diesel,Manual,First,48,1598.0,103.6,5.0,5704
4295,2013,Petrol,Manual,First,39,1497.0,118,5.0,7758
4296,2010,Petrol,Manual,First,52,998.0,67.04,5.0,3726
4297,2005,Petrol,Automatic,First,21,2771.0,193.1,5.0,4943
4298,2014,Diesel,Manual,First,61,1498.0,98.6,5.0,8366
4299,2014,CNG,Manual,First,62,998.0,58.16,5.0,5734
4300,2016,Diesel,Automatic,First,0,2987.0,165,5.0,74904
4301,2016,Petrol,Manual,First,53,796.0,47.3,5.0,4624
4302,2015,Petrol,Manual,First,43,1197.0,81.83,5.0,7453
4303,2013,Diesel,Manual,First,53,1498.0,89.84,5.0,9507
4304,2015,Diesel,Automatic,First,46,1995.0,184,5.0,50200
4305,2011,Diesel,Automatic,Second,27,2993.0,245,5.0,41072
4306,2014,Petrol,Manual,Second,42,1198.0,86.7,5.0,7925
4307,2014,Petrol,Manual,First,37,1499.0,110.4,5.0,8747
4308,2012,Diesel,Automatic,First,34,2993.0,270.9,5.0,25221
4309,2015,Petrol,Manual,First,34,1798.0,138,5.0,16733
4310,2014,Petrol,Manual,Second,47,1197.0,78.9,5.0,4259
4311,2019,Diesel,Automatic,First,37,2148.0,170,5.0,57791
4312,2011,Diesel,Manual,Second,47,1968.0,108.5,5.0,5552
4313,2007,Diesel,Manual,First,30,2499.0,141,7.0,9127
4314,2013,Petrol,Manual,First,36,1196.0,70,5.0,6906
4315,2015,Petrol,Manual,First,42,1198.0,86.7,5.0,8214
4316,2014,Diesel,Manual,First,44,1405.0,70,5.0,5020
4317,2012,Diesel,Automatic,Second,34,1985.0,163,5.0,27762
4318,2017,Petrol,Manual,First,53,799.0,53,5.0,4715
4319,2013,Petrol,Manual,First,49,814.0,55.2,5.0,5841
4320,2016,Petrol,Manual,First,53,796.0,47.3,5.0,3711
4321,2011,Petrol,Manual,Second,38,1198.0,73.9,5.0,5476
4322,2015,Petrol,Manual,First,47,1197.0,78.9,5.0,5932
4323,2013,Petrol,Manual,Second,39,1498.0,97.7,5.0,4411
4324,2008,Petrol,Manual,Second,34,1798.0,138.1,5.0,5324
4325,2009,Diesel,Manual,Second,42,1493.0,110,5.0,5324
4326,2019,Petrol,Manual,First,58,796.0,47.3,5.0,5324
4327,2015,Diesel,Manual,First,51,1396.0,88.76,5.0,10648
4328,2016,Diesel,Automatic,First,44,1582.0,126.2,5.0,13234
4329,2014,Diesel,Automatic,First,28,2967.0,241.4,7.0,68454
4330,2016,Diesel,Manual,First,58,1396.0,69,5.0,2738
4331,2007,Petrol,Manual,First,42,995.0,62,5.0,1506
4332,2018,Petrol,Manual,First,44,1197.0,81.86,5.0,7301
4333,2014,Diesel,Manual,First,29,2982.0,169,7.0,27305
4334,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,8610
4335,2009,Petrol,Manual,First,39,1497.0,118,5.0,4715
4336,2016,Petrol,Manual,First,43,1197.0,81.86,5.0,9948
4337,2015,Diesel,Manual,First,30,2494.0,102,8.0,20080
4338,2018,Petrol,Automatic,First,30,4951.0,395,4.0,86405
4339,2019,Diesel,Automatic,First,26,2755.0,171.5,7.0,29511
4340,2007,Petrol,Manual,First,42,1061.0,64,5.0,2510
4341,2013,Diesel,Manual,Second,53,1248.0,74,5.0,6617
4342,2015,Diesel,Manual,First,48,1248.0,91.72,5.0,9887
4343,2007,Petrol,Manual,First,42,998.0,67.1,5.0,1688
4344,2013,Diesel,Manual,First,46,1461.0,83.8,5.0,8366
4345,2012,Diesel,Manual,First,24,2835.0,107.2,6.0,16733
4346,2015,Petrol,Automatic,First,54,998.0,67.04,5.0,5932
4347,2013,Diesel,Manual,First,42,1405.0,48.21,5.0,2738
4348,2016,Petrol,Manual,First,43,1197.0,81.86,5.0,9461
4349,2014,Petrol,Automatic,First,54,998.0,67.04,5.0,6541
4350,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,9112
4351,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,9127
4352,2014,Petrol,Manual,First,40,1591.0,121.3,5.0,8899
4353,2014,Diesel,Automatic,First,29,2179.0,147.51,5.0,30333
4354,2009,Petrol,Manual,First,37,1298.0,88.2,5.0,4411
4355,2014,Petrol,Manual,First,42,1198.0,86.7,5.0,6465
4356,2010,Diesel,Manual,First,50,1364.0,87.2,5.0,9112
4357,2013,Diesel,Manual,First,64,1498.0,98.6,5.0,5020
4358,2009,Diesel,Automatic,Second,39,2967.0,241.38,5.0,12291
4359,2017,Petrol,Manual,First,52,998.0,67.04,5.0,6845
4360,2014,Diesel,Manual,First,56,1498.0,98.6,7.0,9887
4361,2006,Petrol,Automatic,Second,23,2354.0,152,5.0,5932
4362,2013,Petrol,Manual,First,40,1591.0,121.3,5.0,7986
4363,2014,Diesel,Automatic,First,27,2199.0,194.3,7.0,25860
4364,2012,Petrol,Automatic,First,39,1197.0,78.9,5.0,5324
4365,2008,Diesel,Manual,Second,41,1399.0,68,5.0,4563
4366,2015,Petrol,Manual,Second,47,1197.0,78.9,5.0,7408
4367,2014,Diesel,Manual,First,57,1120.0,71,5.0,9127
4368,2015,Diesel,Automatic,First,42,1968.0,174.5,5.0,23578
4369,2008,Petrol,Manual,Second,39,1388.0,68,5.0,2433
4370,2017,Petrol,Automatic,First,50,1197.0,83.1,5.0,11028
4371,2010,Diesel,Manual,Second,39,1896.0,105,5.0,4943
4372,2012,Diesel,Manual,First,48,1498.0,108.5,5.0,5172
4373,2014,Diesel,Automatic,First,28,2967.0,241.4,7.0,46397
4374,2016,Petrol,Manual,First,39,1591.0,121.3,5.0,12124
4375,2012,Diesel,Automatic,First,34,2143.0,170,5.0,20551
4376,2015,Diesel,Manual,First,60,1498.0,98.6,5.0,8260
4377,2010,Petrol,Manual,First,39,1388.0,68,5.0,3955
4378,2013,Petrol,Manual,First,43,1197.0,82.9,5.0,6769
4379,2017,Petrol,Manual,First,53,796.0,47.3,5.0,4183
4380,2010,Petrol,Automatic,First,24,2996.0,258,5.0,13310
4381,2015,Petrol,Manual,Second,34,1368.0,88.7,5.0,8229
4382,2018,Diesel,Automatic,First,66,1248.0,73.75,5.0,13006
4383,2014,Diesel,Manual,First,35,2179.0,140,7.0,12550
4384,2014,Diesel,Automatic,First,26,2400.0,200,7.0,35870
4385,2014,Petrol,Manual,First,47,1197.0,78.9,5.0,6830
4386,2010,Diesel,Manual,First,27,2982.0,171,7.0,19760
4387,2016,Petrol,Automatic,First,51,624.0,37.48,4.0,4259
4388,2016,Diesel,Manual,First,46,1461.0,108.5,8.0,12823
4389,2015,Diesel,Automatic,First,28,2967.0,241.4,7.0,72257
4390,2016,Petrol,Automatic,First,42,1497.0,117.3,5.0,13614
4391,2013,Diesel,Manual,Second,44,1461.0,108.45,5.0,8366
4392,2014,Petrol,Manual,First,41,1198.0,86.7,5.0,7225
4393,2016,Petrol,Manual,First,42,1198.0,86.7,5.0,7225
4394,2009,Petrol,Automatic,Second,28,1995.0,154,5.0,14451
4395,2011,Diesel,Manual,First,54,1248.0,73.94,5.0,5734
4396,2012,Petrol,Manual,Second,39,1497.0,118,5.0,6465
4397,2014,Diesel,Automatic,First,44,1995.0,184,5.0,30272
4398,2009,Diesel,Manual,First,35,1896.0,105,5.0,6084
4399,2013,Petrol,Manual,First,44,1197.0,85.8,5.0,6328
4400,2015,Diesel,Automatic,Second,38,2179.0,187.7,5.0,57806
4401,2016,Petrol,Automatic,First,39,1197.0,82,5.0,9644
4402,2009,Diesel,Manual,First,30,2494.0,102,8.0,6845
4403,2016,Petrol,Manual,First,35,1196.0,73,7.0,5704
4404,2012,Diesel,Automatic,Second,35,1968.0,140.8,5.0,15516
4405,2007,Diesel,Manual,First,30,2494.0,102,8.0,7606
4406,2008,Petrol,Manual,First,23,1995.0,163.5,5.0,6008
4407,2016,Diesel,Manual,First,47,1498.0,103.2,5.0,14831
4408,2018,Petrol,Manual,First,43,1197.0,81.86,5.0,12063
4409,2011,Diesel,Manual,First,41,1399.0,67,5.0,3194
4410,2015,Diesel,Manual,First,31,2477.0,175.56,7.0,24978
4411,2011,Diesel,Manual,Second,34,2199.0,194.3,7.0,13538
4412,2012,Diesel,Manual,First,35,2179.0,140,7.0,10967
4413,2015,Diesel,Manual,First,30,2494.0,102,8.0,20536
4414,2016,Diesel,Automatic,First,27,2987.0,254.79,5.0,98879
4415,2014,Diesel,Manual,First,28,2179.0,120,7.0,11257
4416,2014,Petrol,Automatic,First,39,1497.0,118,5.0,7834
4417,2013,Diesel,Automatic,First,28,2987.0,224,7.0,48679
4418,2011,Petrol,Manual,First,39,1497.0,118,5.0,4943
4419,2017,Petrol,Automatic,First,52,998.0,67,5.0,6008
4420,2013,Petrol,Manual,Second,36,1193.0,65,5.0,2281
4421,2010,Petrol,Manual,Second,39,1197.0,80,5.0,4563
4422,2010,Petrol,Manual,First,37,1198.0,90,5.0,3027
4423,2010,Petrol,Manual,First,44,998.0,66.1,5.0,2053
4424,2009,Diesel,Automatic,First,37,1995.0,181,5.0,20536
4425,2010,Diesel,Manual,First,41,1968.0,138.08,5.0,10633
4426,2013,Diesel,Manual,First,44,1461.0,108.5,5.0,12930
4427,2010,Diesel,Manual,Second,51,1199.0,73.9,5.0,4396
4428,2011,Diesel,Automatic,First,53,1995.0,190,5.0,15972
4429,2013,Petrol,Manual,First,39,1498.0,97.7,5.0,6039
4430,2017,Petrol,Automatic,First,56,998.0,67.1,5.0,6465
4431,2016,Petrol,Manual,First,49,1197.0,85.80,5.0,9385
4432,2016,Diesel,Automatic,First,33,1968.0,174.3,5.0,58901
4433,2013,Diesel,Manual,First,39,1493.0,110,5.0,9887
4434,2013,Diesel,Manual,Second,60,1498.0,98.6,5.0,6465
4435,2014,Diesel,Manual,First,61,1498.0,98.6,5.0,7225
4436,2014,Diesel,Automatic,First,30,2755.0,174.5,7.0,26940
4437,2015,Diesel,Manual,First,47,1498.0,103.2,5.0,8899
4438,2011,Diesel,Automatic,First,52,1995.0,190,5.0,26271
4439,2007,Diesel,Automatic,First,37,1995.0,181,5.0,14071
4440,2017,Petrol,Automatic,First,30,1591.0,121.3,5.0,19395
4441,2016,Diesel,Automatic,Second,51,1995.0,190,5.0,41072
4442,2013,Diesel,Automatic,Second,34,2143.0,167.62,5.0,31945
4443,2017,Diesel,Manual,First,62,1248.0,74,5.0,12093
4444,2015,Petrol,Manual,Second,54,998.0,67.04,5.0,6845
4445,2017,Diesel,Automatic,First,46,1995.0,187.74,5.0,51341
4446,2010,Diesel,Automatic,First,26,4134.0,335.2,7.0,26636
4447,2017,Petrol,Manual,First,42,1199.0,88.7,5.0,10344
4448,2014,Petrol,Manual,First,59,624.0,37.48,4.0,2555
4449,2016,Petrol,Manual,First,58,796.0,47.3,5.0,4411
4450,2014,Petrol,Manual,First,52,998.0,67.04,5.0,4807
4451,2014,Diesel,Manual,First,57,1120.0,71,5.0,5932
4452,2010,Petrol,Manual,Second,41,1199.0,76.8,5.0,2966
4453,2015,Diesel,Automatic,First,38,2179.0,187.7,5.0,40342
4454,2010,Diesel,Automatic,First,43,1968.0,167.7,5.0,13690
4455,2012,Diesel,Manual,First,50,1396.0,88.76,5.0,6845
4456,2008,Diesel,Manual,First,24,2835.0,107.2,6.0,13310
4457,2018,Diesel,Automatic,First,57,1248.0,88.5,5.0,17494
4458,2016,Petrol,Manual,First,56,998.0,67.1,5.0,4563
4459,2015,Petrol,Manual,First,49,814.0,55.2,5.0,5765
4460,2015,Diesel,Manual,First,66,1248.0,88.5,5.0,9127
4461,2016,Diesel,Manual,First,46,1582.0,126.2,5.0,20156
4462,2012,Diesel,Automatic,First,40,1968.0,138.1,5.0,12169
4463,2015,Diesel,Manual,First,47,1498.0,88.8,5.0,8823
4464,2013,Diesel,Manual,Second,30,2494.0,100.6,7.0,20536
4465,2014,Diesel,Automatic,First,33,2143.0,203,5.0,38030
4466,2016,Diesel,Manual,First,47,1498.0,88.8,5.0,8351
4467,2013,Diesel,Automatic,First,40,1968.0,150,5.0,28903
4468,2011,Petrol,Manual,First,43,1197.0,80,5.0,3803
4469,2015,Petrol,Manual,Second,46,1086.0,68.05,5.0,4563
4470,2018,Diesel,Manual,First,58,1047.0,69,5.0,10100
4471,2017,Petrol,Manual,First,49,814.0,55.2,5.0,4883
4472,2009,Petrol,Manual,Second,42,1086.0,62.1,5.0,2357
4473,2011,Petrol,Manual,First,42,1086.0,62.1,5.0,3939
4474,2008,Diesel,Manual,Second,29,2609.0,120,8.0,6084
4475,2010,Petrol,Manual,First,40,1497.0,117.3,5.0,5887
4476,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,14831
4477,2019,Diesel,Automatic,First,40,1968.0,174.33,5.0,50063
4478,2011,Diesel,Automatic,Second,33,2143.0,203,5.0,25480
4479,2007,Petrol,Manual,First,31,1799.0,130,5.0,2890
4480,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,10024
4481,2017,Diesel,Automatic,First,36,1968.0,174.33,5.0,48572
4482,2014,Diesel,Manual,First,59,1498.0,98.6,5.0,11028
4483,2008,Petrol,Manual,First,46,1086.0,68.05,5.0,2890
4484,2015,Diesel,Manual,First,59,1248.0,74,5.0,5400
4485,2012,Diesel,Automatic,First,26,2953.0,153.86,7.0,14071
4486,2009,Petrol,Manual,First,32,1299.0,70,5.0,2510
4487,2019,Diesel,Automatic,First,48,1995.0,190,5.0,55737
4488,2011,Diesel,Automatic,Second,33,2143.0,203,5.0,24339
4489,2019,CNG,Manual,First,35,1196.0,73,5.0,8184
4490,2014,Diesel,Manual,First,60,1498.0,98.6,5.0,6617
4491,2006,Petrol,Manual,Second,40,993.0,60,5.0,1825
4492,2013,Petrol,Manual,Second,43,1197.0,80,5.0,6237
4493,2009,Diesel,Automatic,First,25,2993.0,235,5.0,28522
4494,2017,Diesel,Manual,First,46,1582.0,126.2,5.0,20962
4495,2016,Diesel,Manual,First,62,1248.0,74,5.0,6084
4496,2013,Diesel,Manual,First,53,1248.0,74,5.0,6586
4497,2015,Diesel,Manual,First,56,1186.0,73.97,5.0,8260
4498,2016,Petrol,Manual,First,42,1196.0,86.8,5.0,7453
4499,2017,Diesel,Automatic,First,37,2993.0,258,5.0,106485
4500,2016,Diesel,Automatic,First,27,2143.0,167.62,5.0,38791
4501,2015,Petrol,Automatic,First,44,1197.0,82,5.0,7758
4502,2013,Diesel,Manual,First,52,1582.0,126.32,5.0,10192
4503,2013,Diesel,Automatic,First,39,2993.0,218,5.0,40312
4504,2013,Diesel,Manual,First,54,1461.0,63.1,5.0,5932
4505,2010,Petrol,Manual,Second,36,1586.0,103.3,5.0,4107
4506,2011,Diesel,Manual,First,49,1248.0,88.8,5.0,4487
4507,2015,Diesel,Automatic,First,38,1968.0,140,5.0,34988
4508,2009,Diesel,Manual,Second,41,1248.0,75,5.0,3787
4509,2015,Diesel,Manual,First,59,1248.0,74,5.0,6845
4510,2011,Diesel,Manual,First,50,1364.0,87.2,5.0,6845
4511,2015,Diesel,Manual,First,64,1498.0,98.6,5.0,10496
4512,2010,Petrol,Automatic,First,18,4395.0,450,4.0,31519
4513,2010,Petrol,Manual,First,38,1198.0,73.9,5.0,3361
4514,2011,Diesel,Automatic,Second,29,2179.0,187.74,5.0,21144
4515,2010,Petrol,Manual,First,35,1596.0,101,5.0,2220
4516,2012,Diesel,Automatic,First,44,1582.0,126.32,5.0,9127
4517,2016,Petrol,Manual,First,51,999.0,67,5.0,4563
4518,2012,Diesel,Manual,First,52,1248.0,88.8,5.0,5324
4519,2018,Diesel,Manual,First,49,1396.0,88.73,5.0,11546
4520,2009,Petrol,Manual,Second,35,1586.0,104.68,5.0,3027
4521,2016,Petrol,Manual,First,59,799.0,53.3,5.0,5780
4522,2013,Diesel,Manual,First,27,2498.0,112,7.0,6084
4523,2013,Petrol,Manual,Second,49,814.0,55.2,5.0,4487
4524,2013,Diesel,Manual,First,60,1498.0,98.6,5.0,5704
4525,2010,Diesel,Manual,First,51,1199.0,73.9,5.0,3803
4526,2011,Petrol,Manual,First,39,1497.0,118,5.0,5704
4527,2015,Diesel,Automatic,First,29,2982.0,168.5,7.0,33466
4528,2017,Petrol,Manual,First,42,1198.0,86.7,5.0,9340
4529,2015,Diesel,Automatic,First,48,1995.0,143,5.0,24339
4530,2014,Petrol,Automatic,First,54,998.0,67.04,5.0,5704
4531,2015,Diesel,Manual,First,30,2494.0,100.6,8.0,17874
4532,2013,Diesel,Automatic,Second,38,2179.0,187.7,5.0,36509
4533,2017,Petrol,Manual,First,41,1199.0,88.7,5.0,13538
4534,2012,Diesel,Automatic,Third,40,1995.0,184,5.0,15212
4535,2014,Petrol,Automatic,First,33,1598.0,103.5,5.0,8442
4536,2012,Petrol,Manual,First,37,1598.0,103.5,5.0,5461
4537,2019,Diesel,Manual,First,53,1498.0,98.59,5.0,16931
4538,2012,Diesel,Manual,First,35,2179.0,140,7.0,10952
4539,2014,Diesel,Manual,First,43,1388.0,67,5.0,4533
4540,2010,Petrol,Manual,Second,42,1086.0,62.1,5.0,2586
4541,2015,Diesel,Automatic,First,28,2987.0,224,7.0,79103
4542,2003,Petrol,Manual,First,46,796.0,46.3,5.0,1445
4543,2016,Petrol,Manual,First,41,1497.0,117.3,5.0,14071
4544,2014,Diesel,Automatic,First,30,2199.0,194.3,7.0,24719
4545,2015,Diesel,Automatic,First,42,2143.0,136,5.0,31930
4546,2005,Diesel,Manual,Second,30,2494.0,102,8.0,6465
4547,2008,Diesel,Automatic,Second,37,1995.0,181,5.0,10952
4548,2011,Petrol,Manual,First,43,1197.0,85.8,5.0,6693
4549,2011,Petrol,Manual,Second,35,1598.0,103.6,5.0,6465
4550,2012,Petrol,Manual,First,37,1373.0,93.7,7.0,8138
4551,2016,Petrol,Automatic,Second,44,1197.0,82,5.0,9583
4552,2017,Diesel,Manual,First,46,1582.0,126.2,5.0,19015
4553,2008,Diesel,Automatic,Second,39,2967.0,241.38,5.0,11409
4554,2016,Diesel,Manual,First,37,1997.0,140,7.0,17113
4555,2016,Petrol,Automatic,First,37,1499.0,110.4,5.0,11637
4556,2016,Diesel,Manual,First,57,1120.0,71,5.0,6845
4557,2014,Diesel,Automatic,First,49,1498.0,103.2,5.0,11409
4558,2004,Petrol,Automatic,First,30,2987.0,210,5.0,10800
4559,2010,Petrol,Manual,First,47,1197.0,78.9,5.0,3422
4560,2015,Diesel,Automatic,First,40,1968.0,174.33,5.0,41072
4561,2012,Diesel,Manual,Second,51,1396.0,88.76,5.0,6358
4562,2013,Diesel,Manual,First,55,1396.0,88.7,5.0,9887
4563,2010,Petrol,Manual,First,39,1497.0,118,5.0,4791
4564,2016,Diesel,Manual,First,59,1248.0,88.50,7.0,11622
4565,2011,Petrol,Manual,First,46,796.0,46.3,5.0,3650
4566,2016,Petrol,Automatic,First,48,998.0,67,5.0,6465
4567,2016,Diesel,Automatic,First,44,1582.0,126.2,5.0,14162
4568,2011,Petrol,Manual,First,46,796.0,46.3,5.0,3635
4569,2018,Petrol,Manual,Second,37,1598.0,103.5,5.0,11622
4570,2016,Petrol,Manual,First,50,1197.0,83.1,5.0,9446
4571,2012,Diesel,Automatic,First,0,2179.0,115,5.0,25100
4572,2011,Petrol,Automatic,First,32,1997.0,153.86,5.0,12504
4573,2017,Diesel,Manual,First,33,2755.0,174.5,7.0,43887
4574,2015,Petrol,Automatic,First,36,1497.0,116.3,5.0,12930
4575,2014,Petrol,Automatic,Second,28,5461.0,421,2.0,136909
4576,2015,Petrol,Manual,First,40,1497.0,117.3,5.0,9903
4577,2013,Diesel,Manual,First,53,1248.0,74,5.0,7073
4578,2013,Petrol,Automatic,First,34,1794.0,138.1,5.0,12778
4579,2014,Diesel,Manual,First,55,1364.0,67.06,5.0,8747
4580,2006,Petrol,Manual,First,44,998.0,67.1,5.0,1688
4581,2014,Petrol,Automatic,First,28,1991.0,184,5.0,26241
4582,2012,Diesel,Automatic,First,38,2179.0,187.7,5.0,48679
4583,2011,Petrol,Manual,First,39,1197.0,80,5.0,5248
4584,2014,Diesel,Automatic,Second,29,2179.0,147.51,5.0,34988
4585,2018,Petrol,Manual,First,43,1197.0,81.86,5.0,11135
4586,2014,Petrol,Manual,First,42,1198.0,86.7,5.0,6693
4587,2015,Diesel,Automatic,First,0,2987.0,165,5.0,72029
4588,2016,Petrol,Manual,First,53,796.0,47.3,5.0,6267
4589,2016,Diesel,Automatic,First,26,2755.0,171.5,7.0,29663
4590,2016,Petrol,Automatic,First,44,1197.0,82,5.0,9431
4591,2016,Diesel,Automatic,First,38,2993.0,258,5.0,68454
4592,2010,Petrol,Manual,Second,43,1197.0,80,5.0,4259
4593,2015,Petrol,Automatic,First,44,1197.0,82,5.0,7301
4594,2014,Diesel,Manual,First,58,1498.0,89.75,5.0,8594
4595,2015,Diesel,Manual,First,62,1248.0,74,5.0,8975
4596,2015,Diesel,Manual,Second,55,1364.0,67.04,5.0,7606
4597,2015,Petrol,Manual,First,44,1197.0,82,5.0,7453
4598,2009,Petrol,Manual,First,31,1799.0,130,5.0,6465
4599,2014,Diesel,Manual,First,30,2494.0,100.6,8.0,16581
4600,2012,Petrol,Manual,First,31,1495.0,94,5.0,3726
4601,2013,Petrol,Manual,First,53,796.0,47.3,5.0,3803
4602,2010,Petrol,Automatic,First,19,5461.0,387.3,2.0,44875
4603,2013,Diesel,Manual,Second,53,1498.0,89.84,5.0,8747
4604,2018,Petrol,Manual,First,47,1197.0,81.86,5.0,7606
4605,2014,Petrol,Automatic,First,33,1598.0,103.6,5.0,7028
4606,2016,Diesel,Automatic,First,36,1968.0,174.33,5.0,35748
4607,2013,Diesel,Manual,First,37,2179.0,140,7.0,11028
4608,2019,Petrol,Manual,First,39,1591.0,121.3,5.0,18072
4609,2009,Petrol,Manual,Third,32,1599.0,103.2,5.0,3422
4610,2003,Petrol,Manual,Second,33,1597.0,92,5.0,1293
4611,2018,Petrol,Manual,First,46,1198.0,67.04,5.0,6084
4612,2016,Petrol,Automatic,First,38,1198.0,86.8,5.0,7758
4613,2014,Diesel,Manual,First,30,2494.0,100.6,7.0,19015
4614,2011,Diesel,Manual,First,48,1498.0,108.5,5.0,4411
4615,2016,Diesel,Manual,First,37,2179.0,140,7.0,24278
4616,2015,Petrol,Automatic,First,39,1197.0,82,5.0,8290
4617,2017,Diesel,Manual,First,31,2198.0,157.7,7.0,36296
4618,2008,Petrol,Manual,First,42,995.0,62,5.0,2662
4619,2017,Diesel,Manual,First,57,1248.0,88.5,7.0,14831
4620,2013,Diesel,Manual,First,60,1498.0,98.6,5.0,7225
4621,2014,Petrol,Manual,First,40,1497.0,117.3,5.0,9507
4622,2014,Diesel,Automatic,Second,55,1998.0,112,5.0,33466
4623,2016,Petrol,Automatic,First,34,1794.0,138.1,5.0,21510
4624,2014,Petrol,Automatic,First,32,1798.0,157.75,5.0,18178
4625,2011,Petrol,Manual,First,44,998.0,67.1,5.0,3803
4626,2013,Petrol,Manual,First,46,1086.0,68.05,5.0,4183
4627,2019,Petrol,Manual,First,56,1199.0,84,5.0,8899
4628,2016,Petrol,Manual,First,50,1197.0,83.1,5.0,9507
4629,2014,Petrol,Manual,First,35,1598.0,103.2,5.0,7530
4630,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,7225
4631,2013,Diesel,Manual,First,47,1399.0,68.05,5.0,3879
4632,2011,Petrol,Automatic,Second,32,1799.0,130.3,5.0,6845
4633,2015,Petrol,Manual,First,53,796.0,47.3,5.0,4578
4634,2016,Diesel,Automatic,First,36,1999.0,177,5.0,63891
4635,2010,Diesel,Automatic,First,29,2698.0,179.5,5.0,17494
4636,2006,Diesel,Automatic,First,25,2987.0,198.5,5.0,16718
4637,2009,Petrol,Automatic,First,39,1497.0,118,5.0,5643
4638,2006,Petrol,Automatic,Third,23,2354.0,152,5.0,3042
4639,2018,Diesel,Manual,First,66,1248.0,88.5,5.0,14421
4640,2004,Petrol,Manual,Second,44,998.0,67.1,5.0,1901
4641,2015,Diesel,Manual,First,46,1582.0,126.2,5.0,16581
4642,2015,Diesel,Manual,First,66,1248.0,88.5,5.0,8366
4643,2016,Petrol,Manual,First,49,814.0,55.2,5.0,5643
4644,2014,Petrol,Manual,First,37,1373.0,93.7,7.0,9507
4645,2012,Diesel,Manual,First,48,1598.0,103.6,5.0,7453
4646,2005,Petrol,Manual,Second,30,1493.0,100,5.0,1673
4647,2016,Petrol,Manual,First,38,1198.0,73.9,5.0,7180
4648,2017,CNG,Manual,First,78,796.0,40.3,4.0,5628
4649,2016,Diesel,Automatic,First,42,2143.0,136,5.0,37802
4650,2013,Diesel,Manual,First,34,2199.0,194.3,7.0,18634
4651,2014,Diesel,Manual,First,53,1248.0,74,5.0,5932
4652,2017,Petrol,Manual,First,43,1197.0,81.86,5.0,9553
4653,2011,Diesel,Manual,First,32,2498.0,112,8.0,4183
4654,2017,Petrol,Manual,First,44,1197.0,82,5.0,11941
4655,2011,Petrol,Manual,First,35,1598.0,103.6,5.0,4487
4656,2008,Petrol,Automatic,Second,27,2354.0,177.6,5.0,7377
4657,2011,Diesel,Automatic,Second,31,2925.0,281.61,5.0,45636
4658,2016,Diesel,Automatic,First,35,2143.0,107.3,5.0,30272
4659,2016,Diesel,Manual,First,48,1582.0,126.2,5.0,16429
4660,2007,Petrol,Manual,First,46,796.0,46.3,5.0,2662
4661,2016,Diesel,Automatic,First,47,1968.0,143,5.0,29283
4662,2013,Diesel,Manual,First,46,1461.0,83.8,5.0,8366
4663,2009,Diesel,Manual,First,41,1399.0,68,5.0,4183
4664,2015,Diesel,Manual,First,46,1582.0,126.2,5.0,19775
4665,2011,Diesel,Manual,First,47,1399.0,68,5.0,4867
4666,2013,Petrol,Manual,First,35,1598.0,103.5,5.0,8883
4667,2015,Diesel,Automatic,Second,39,1969.0,150,5.0,36509
4668,2012,Diesel,Automatic,First,44,1582.0,126.32,5.0,9507
4669,2009,Diesel,Automatic,First,34,2993.0,258,5.0,54763
4670,2003,Diesel,Manual,Third,34,1998.0,68,5.0,4563
4671,2010,Diesel,Manual,First,27,2982.0,171,7.0,16733
4672,2015,Diesel,Manual,First,61,1248.0,88.5,5.0,9887
4673,2018,Diesel,Manual,First,57,1248.0,88.5,5.0,14299
4674,2018,Diesel,Automatic,First,51,1995.0,190,5.0,57684
4675,2013,Petrol,Automatic,First,33,1598.0,103.6,5.0,7986
4676,2011,Petrol,Manual,First,39,1197.0,80,5.0,6845
